Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
M11w,Kotoryu,Sadogatake,Chiba,02.03.1972,183 cm 137 kg,10-5 K
M12e,Ganyu,Kitanoumi,Hyogo,06.08.1970,185 cm 170.5 kg,8-7
M12w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181 cm 133.5 kg,8-7
M13e,Konishiki,Takasago,U.S.A.,31.12.1963,185 cm 285 kg,8-7
M13w,Rikio,Naruto,Nara,20.12.1972,190.5 cm 147 kg,8-7
M14e,Daishoho,Tatsunami,Hokkaido,07.05.1967,188.5 cm 143 kg,2-2-11
M14w,Yamato,Magaki,U.S.A.,17.12.1969,190.2 cm 185.5 kg,8-7
M15e,Shikishima,Tatsutagawa,Chiba,15.12.1970,184 cm 181.5 kg,9-6
M15w,Misugisato,Futagoyama,Shiga,01.07.1962,185.3 cm 157.5 kg,8-7
M16e,Kotobeppu,Sadogatake,Oita,17.10.1965,177 cm 178.5 kg,5-10
Y1e,Takanohana,Futagoyama,Tokyo,12.08.1972,185 cm 157 kg,8-5-2
Y1w,Akebono,Azumazeki,U.S.A.,08.05.1969,204 cm 226 kg,10-5
O1e,Takanonami,Futagoyama,Aomori,27.10.1971,197 cm 170 kg,10-5
O1w,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191 cm 202 kg,12-3 Y
O2e,Wakanohana,Futagoyama,Tokyo,20.01.1971,179 cm 127 kg,10-5
S1e,Musoyama,Musashigawa,Ibaraki,14.02.1972,183 cm 167 kg,10-5 K
S1w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180 cm 141 kg,11-4 JS
K1e,Kaio,Tomozuna,Fukuoka,24.07.1972,184 cm 156 kg,8-7
K1w,Kotonishiki,Sadogatake,Gunma,08.06.1968,177 cm 138 kg,10-5 G
M1e,Takatoriki,Futagoyama,Hyogo,28.09.1967,181 cm 146 kg,5-10
M1w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 154 kg,6-9
M2e,Dejima,Musashigawa,Ishikawa,21.03.1974,179 cm 148 kg,0-0-15
M2w,Tochinonada,Kasugano,Ishikawa,26.02.1974,186 cm 160 kg,7-8
M3e,Tosanoumi,Isenoumi,Kochi,16.02.1972,186 cm 153 kg,5-10
M3w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191 cm 174 kg,7-8
M4e,Kyokushuzan,Oshima,Mongolia,08.03.1973,182 cm 123 kg,5-10
M4w,Asahiyutaka,Oshima,Aichi,10.09.1968,190 cm 135 kg,3-12
M5e,Oginishiki,Dewanoumi,Chiba,08.07.1971,185 cm 137 kg,5-10
M5w,Aogiyama,Tokitsukaze,Shiga,18.02.1970,182 cm 147 kg,6-9
M6e,Minatofuji,Minato,Gunma,06.07.1968,185 cm 164 kg,6-9
M6w,Tamakasuga,Kataonami,Ehime,07.01.1972,184 cm 150 kg,6-9
M7e,Shikishima,Tatsutagawa,Chiba,15.12.1970,183 cm 183 kg,8-7
M7w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,178 cm 127 kg,5-10
M8e,Chiyotaikai,Kokonoe,Oita,29.04.1976,181 cm 150 kg,9-6
M8w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183 cm 145 kg,5-10
M9e,Ganyu,Kitanoumi,Hyogo,06.08.1970,184 cm 173 kg,8-7
M9w,Akinoshu,Izutsu,Hiroshima,17.01.1969,179 cm 121 kg,5-10
M10e,Mitoizumi,Takasago,Ibaraki,02.09.1962,193 cm 180 kg,6-9
M10w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,182 cm 143 kg,7-8
M11e,Kotoryu,Sadogatake,Hyogo,02.03.1972,184 cm 136 kg,9-6
M11w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181 cm 134 kg,8-7
M12e,Asanowaka,Wakamatsu,Aichi,11.12.1969,177 cm 145 kg,7-8
M12w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 162 kg,9-6
M13e,Wakanojo,Magaki,Okinawa,13.04.1973,192 cm 150 kg,9-6
M13w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 116 kg,9-6
M14e,Yamato,Magaki,U.S.A.,17.12.1969,189 cm 191 kg,7-8
M14w,Mainoumi,Dewanoumi,Aomori,17.02.1968,171 cm 99 kg,9-6
M15e,Asanosho,Wakamatsu,Kanagawa,23.12.1969,185 cm 147 kg,9-6
M15w,Kyokutenho,Oshima,Mongolia,13.09.1974,192 cm 132 kg,9-6
M16e,Gojoro,Magaki,Miyagi,18.08.1973,191 cm 147 kg,9-6
Y1e,Takanohana,Futagoyama,Tokyo,12.08.1972,185 cm 154 kg,8-7
Y1w,Wakanohana,Futagoyama,Tokyo,20.01.1971,181 cm 131 kg,13-2 D
Y2e,Akebono,Azumazeki,U.S.A.,08.05.1969,204 cm 227 kg,0-0-15
O1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191 cm 215 kg,8-7
O1w,Takanonami,Futagoyama,Aomori,27.10.1971,197 cm 175 kg,6-9
S1e,Chiyotaikai,Kokonoe,Oita,29.04.1976,181 cm 160 kg,13-2 YSK
S1w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191 cm 175 kg,8-7
S2w,Musoyama,Musashigawa,Ibaraki,14.02.1972,186 cm 169 kg,10-5 S
K1e,Dejima,Musashigawa,Ishikawa,21.03.1974,179 cm 161 kg,8-7
K1w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180 cm 149 kg,9-6
K2e,Kotonishiki,Sadogatake,Gunma,08.06.1968,177 cm 136 kg,6-9
M1e,Kaio,Tomozuna,Fukuoka,24.07.1972,184 cm 155 kg,9-6
M1w,Tosanoumi,Isenoumi,Kochi,16.02.1972,187 cm 158 kg,7-8
M2e,Takatoriki,Futagoyama,Hyogo,28.09.1967,181 cm 146 kg,8-7
M2w,Tamakasuga,Kataonami,Ehime,07.01.1972,183 cm 153 kg,5-10
M3e,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 153 kg,11-4 G
M3w,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181 cm 149 kg,4-11
M4e,Minatofuji,Minato,Gunma,06.07.1968,187 cm 168 kg,5-10
M4w,Toki,Takasago,Chiba,04.07.1974,188 cm 161 kg,7-8
M5e,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,185 cm 128 kg,4-11
M5w,Kotoryu,Sadogatake,Hyogo,02.03.1972,185 cm 144 kg,5-10
M6e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 162 kg,6-9
M6w,Wakanosato,Naruto,Aomori,10.07.1976,185 cm 158 kg,0-0-15
M7e,Terao,Izutsu,Kagoshima,02.02.1963,186 cm 115 kg,8-7
M7w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183 cm 147 kg,8-7
M8e,Shikishima,Tatsutagawa,Chiba,15.12.1970,183 cm 185 kg,9-6
M8w,Kyokushuzan,Oshima,Mongolia,08.03.1973,182 cm 133 kg,9-6
M9e,Tochinonada,Kasugano,Ishikawa,26.02.1974,188 cm 170 kg,8-7
M9w,Kaiho,Hakkaku,Aomori,17.04.1973,177 cm 122 kg,6-9
M10e,Gojoro,Magaki,Miyagi,18.08.1973,190 cm 147 kg,7-8
M10w,Ganyu,Kitanoumi,Hyogo,06.08.1970,184 cm 172 kg,8-7
M11e,Wakanojo,Magaki,Okinawa,13.04.1973,193 cm 154 kg,6-9
M11w,Mitoizumi,Takasago,Ibaraki,02.09.1962,193 cm 175 kg,8-7
M12e,Oginishiki,Dewanoumi,Chiba,08.07.1971,184 cm 141 kg,8-7
M12w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,179 cm 123 kg,9-6
M13e,Asahiyutaka,Oshima,Aichi,10.09.1968,190 cm 132 kg,4-9
M13w,Asanosho,Wakamatsu,Kanagawa,23.12.1969,185 cm 143 kg,6-9
M14e,Chiyotenzan,Kokonoe,Osaka,06.02.1976,183 cm 149 kg,10-5 K
M14w,Kinkaiyama,Dewanoumi,Nagasaki,07.01.1976,183 cm 141 kg,4-11
M15e,Dewaarashi,Dewanoumi,Nagasaki,28.07.1970,186 cm 186 kg,4-8-3
Y1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191.6 cm 224 kg,2-2-11
Y1w,Takanohana,Futagoyama,Tokyo,12.08.1972,185.3 cm 158 kg,12-3 J
Y2e,Wakanohana,Futagoyama,Tokyo,20.01.1971,178.5 cm 124.5 kg,0-0-15
Y2w,Akebono,Azumazeki,U.S.A.,08.05.1969,203.5 cm 232 kg,11-4
O1e,Dejima,Musashigawa,Ishikawa,21.03.1974,180 cm 153 kg,9-6
O1w,Chiyotaikai,Kokonoe,Oita,29.04.1976,181.5 cm 158 kg,9-6
S1e,Kaio,Tomozuna,Fukuoka,24.07.1972,184.5 cm 165.5 kg,7-8
S1w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180.4 cm 145 kg,8-7
S2e,Musoyama,Musashigawa,Ibaraki,14.02.1972,184 cm 167 kg,13-2 YGS
S2w,Takanonami,Futagoyama,Aomori,27.10.1971,196.2 cm 168.5 kg,10-5
K1e,Tosanoumi,Isenoumi,Kochi,16.02.1972,186 cm 162 kg,8-7
K1w,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.7 cm 171 kg,12-3 JS
M1e,Toki,Takasago,Chiba,04.07.1974,189 cm 167 kg,4-11
M1w,Kotoryu,Sadogatake,Hyogo,02.03.1972,183 cm 146 kg,6-9
M2e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190.5 cm 177 kg,6-9
M2w,Asanowaka,Wakamatsu,Aichi,11.12.1969,176 cm 139 kg,3-12
M3e,Kotonishiki,Sadogatake,Gunma,08.06.1968,175.5 cm 134.5 kg,3-12
M3w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183 cm 148 kg,2-5-8
M4e,Tochinonada,Kasugano,Ishikawa,26.02.1974,188 cm 164 kg,6-9
M4w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 154.5 kg,7-8
M5e,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,178 cm 119.5 kg,5-10
M5w,Shikishima,Tatsutagawa,Chiba,15.12.1970,183.5 cm 184.5 kg,7-8
M6e,Kyokushuzan,Oshima,Mongolia,08.03.1973,181.5 cm 137 kg,8-7
M6w,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181.5 cm 153 kg,4-10-1
M7e,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 111.5 kg,5-10
M7w,Wakanoyama,Musashigawa,Wakayama,12.05.1972,177 cm 158 kg,9-6
M8e,Tamakasuga,Kataonami,Ehime,07.01.1972,183 cm 150 kg,8-7
M8w,Asanosho,Wakamatsu,Kanagawa,23.12.1969,184.5 cm 144.5 kg,7-8
M9e,Kaiho,Hakkaku,Aomori,17.04.1973,178 cm 122 kg,6-9
M9w,Minatofuji,Minato,Gunma,06.07.1968,187 cm 169.5 kg,8-7
M10e,Takatoriki,Futagoyama,Hyogo,28.09.1967,180.5 cm 152 kg,6-9
M10w,Otsukasa,Irumagawa,Hyogo,18.02.1971,176 cm 150 kg,5-10
M11e,Chiyotenzan,Kokonoe,Osaka,06.02.1976,183.7 cm 146 kg,9-6
M11w,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,184 cm 127 kg,9-6
M12e,Takanowaka,Naruto,Nagasaki,02.04.1976,190 cm 131 kg,10-5 K
M12w,Ohinode,Tatsunami,Hyogo,19.01.1970,184 cm 151.5 kg,4-11
M13e,Kyokutenho,Oshima,Mongolia,13.09.1974,191 cm 141.5 kg,11-4 K
M13w,Oikari,Isenoumi,Kyoto,16.06.1972,176.5 cm 130 kg,8-7
M14e,Kinkaiyama,Dewanoumi,Nagasaki,07.01.1976,183.6 cm 149.5 kg,6-9
M14w,Wakanosato,Naruto,Aomori,10.07.1976,185 cm 155.5 kg,0-0-15
Y1e,Akebono,Azumazeki,U.S.A.,08.05.1969,203.5 cm 230.5 kg,0-0-15
Y1w,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192 cm 230.5 kg,14-1 D
Y2e,Takanohana,Futagoyama,Tokyo,12.08.1972,186.5 cm 152.5 kg,14-1 Y
O1e,Kaio,Tomozuna,Fukuoka,24.07.1972,185 cm 175 kg,10-5
O1w,Chiyotaikai,Kokonoe,Oita,29.04.1976,181.5 cm 158.5 kg,2-2-11
O2e,Dejima,Musashigawa,Ishikawa,21.03.1974,180.6 cm 160 kg,7-8
O2w,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,188 cm 175.5 kg,8-7
O3w,Musoyama,Musashigawa,Ibaraki,14.02.1972,184 cm 172 kg,9-6
S1e,Wakanosato,Naruto,Aomori,10.07.1976,184.5 cm 151.5 kg,10-5 S
S1w,Kotomitsuki,Sadogatake,Aichi,11.04.1976,180.7 cm 149.5 kg,4-11
K1e,Takanowaka,Naruto,Nagasaki,02.04.1976,190 cm 137.5 kg,4-11
K1w,Tochinonada,Kasugano,Ishikawa,26.02.1974,187.5 cm 163.5 kg,9-6 G
M1e,Takanonami,Futagoyama,Aomori,27.10.1971,196.6 cm 169.5 kg,6-9
M1w,Tochisakae,Kasugano,Saga,27.06.1974,184 cm 147 kg,4-11
M2e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190.5 cm 173.5 kg,5-10
M2w,Hayateumi,Oitekaze,Aomori,05.07.1975,183.5 cm 129 kg,0-0-15
M3e,Wakanoyama,Musashigawa,Wakayama,12.05.1972,177 cm 163.5 kg,9-6 K
M3w,Kaiho,Hakkaku,Aomori,17.04.1973,178 cm 125 kg,4-11
M4e,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 156.5 kg,7-8
M4w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180.5 cm 147 kg,10-5
M5e,Tosanoumi,Isenoumi,Kochi,16.02.1972,186 cm 160 kg,6-9
M5w,Tamakasuga,Kataonami,Ehime,07.01.1972,183 cm 148 kg,7-8
M6e,Tochinohana,Kasugano,Iwate,28.02.1973,184.5 cm 148 kg,4-11
M6w,Chiyotenzan,Kokonoe,Osaka,06.02.1976,183.5 cm 150 kg,8-7
M7e,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183 cm 148 kg,7-8
M7w,Kotoryu,Sadogatake,Hyogo,02.03.1972,183 cm 149 kg,9-6
M8e,Kyokutenho,Oshima,Mongolia,13.09.1974,191 cm 140 kg,10-5
M8w,Toki,Takasago,Chiba,04.07.1974,189.5 cm 173.5 kg,0-0-15
M9e,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,179 cm 118 kg,6-9
M9w,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,184 cm 131.5 kg,8-7
M10e,Kyokushuzan,Oshima,Mongolia,08.03.1973,182.5 cm 133.5 kg,8-7
M10w,Oginishiki,Dewanoumi,Chiba,08.07.1971,186 cm 139 kg,0-2-13
M11e,Kinkaiyama,Dewanoumi,Nagasaki,07.01.1976,183 cm 155 kg,6-9
M11w,Minatofuji,Minato,Gunma,06.07.1968,186 cm 165.5 kg,6-9
M12e,Takatoriki,Futagoyama,Hyogo,28.09.1967,180.5 cm 147.5 kg,8-7
M12w,Asashoryu,Wakamatsu,Mongolia,27.09.1980,184 cm 106 kg,9-6
M13e,Daishi,Oshiogawa,Ibaraki,23.08.1968,182 cm 168.5 kg,7-8
M13w,Tamarikido,Kataonami,Tokyo,19.04.1974,183.5 cm 134 kg,6-9
M14e,Asanowaka,Wakamatsu,Aichi,11.12.1969,176 cm 142.3 kg,8-7
M14w,Wakakosho,Matsugane,Hyogo,04.03.1975,184.5 cm 176 kg,6-9
Y1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192 cm 220 kg,1-3-11
Y1w,Takanohana,Futagoyama,Tokyo,12.08.1972,185 cm 161 kg,0-0-15
O1e,Kaio,Tomozuna,Fukuoka,24.07.1972,185 cm 172 kg,9-6
O1w,Musoyama,Musashigawa,Ibaraki,14.02.1972,183 cm 177.5 kg,10-5
O2e,Chiyotaikai,Kokonoe,Oita,29.04.1976,182 cm 163 kg,13-2 D
O2w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180.5 cm 144 kg,13-2 Y
S1e,Kotomitsuki,Sadogatake,Aichi,11.04.1976,180.5 cm 148 kg,12-3 G
S1w,Asashoryu,Wakamatsu,Mongolia,27.09.1980,184.5 cm 128 kg,8-7
S2e,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.7 cm 176 kg,0-0-15
K1e,Wakanosato,Naruto,Aomori,10.07.1976,184 cm 156 kg,8-7
K1w,Kyokutenho,Oshima,Mongolia,13.09.1974,191.3 cm 146 kg,6-9
M1e,Kyokushuzan,Oshima,Mongolia,08.03.1973,182 cm 142 kg,6-9
M1w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 154 kg,6-9
M2e,Tamanoshima,Kataonami,Fukushima,15.09.1977,187.5 cm 153 kg,3-12
M2w,Toki,Takasago,Chiba,04.07.1974,189.5 cm 172 kg,6-9
M3e,Kaiho,Hakkaku,Aomori,17.04.1973,177 cm 124 kg,5-10
M3w,Takanonami,Futagoyama,Aomori,27.10.1971,196.5 cm 166 kg,8-7
M4e,Chiyotenzan,Kokonoe,Osaka,06.02.1976,183.5 cm 148.5 kg,3-7-5
M4w,Dejima,Musashigawa,Ishikawa,21.03.1974,181 cm 165.5 kg,6-9
M5e,Takanowaka,Naruto,Nagasaki,02.04.1976,190 cm 145.5 kg,3-4-8
M5w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190.5 cm 172.5 kg,8-7
M6e,Tochinonada,Kasugano,Ishikawa,26.02.1974,187 cm 161 kg,8-7
M6w,Hayateumi,Oitekaze,Aomori,05.07.1975,183.5 cm 129 kg,0-0-15
M7e,Tosanoumi,Isenoumi,Kochi,16.02.1972,186 cm 160 kg,9-6
M7w,Otsukasa,Irumagawa,Hyogo,18.02.1971,175 cm 150.5 kg,8-7
M8e,Buyuzan,Musashigawa,Aichi,29.07.1974,181 cm 156 kg,11-4 K
M8w,Daizen,Nishonoseki,Osaka,14.12.1964,188.5 cm 156.5 kg,7-8
M9e,Tamakasuga,Kataonami,Ehime,07.01.1972,183.5 cm 154.5 kg,8-7
M9w,Kobo,Miyagino,Kagoshima,18.08.1973,183 cm 125.5 kg,3-12
M10e,Aminishiki,Ajigawa,Aomori,03.10.1978,184 cm 123 kg,9-6
M10w,Tamarikido,Kataonami,Tokyo,19.04.1974,185 cm 136 kg,4-11
M11e,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,184 cm 134 kg,11-4 G
M11w,Oikari,Isenoumi,Kyoto,16.06.1972,177 cm 132.5 kg,7-8
M12e,Wakanoyama,Musashigawa,Wakayama,12.05.1972,177 cm 160.5 kg,5-10
M12w,Asanowaka,Wakamatsu,Aichi,11.12.1969,176 cm 140 kg,3-12
M13e,Oginishiki,Dewanoumi,Chiba,08.07.1971,186 cm 137 kg,7-8
M13w,Hamanishiki,Oitekaze,Kumamoto,23.11.1976,181 cm 128.5 kg,8-7
M14e,Tochisakae,Kasugano,Saga,27.06.1974,184 cm 155.5 kg,9-6
M14w,Jumonji,Michinoku,Aomori,09.06.1976,185 cm 159.5 kg,6-9
M15e,Sentoryu,Tomozuna,U.S.A.,16.07.1969,176 cm 140.5 kg,6-9
Y1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192 cm 227 kg,0-0-15
Y1w,Takanohana,Futagoyama,Tokyo,12.08.1972,185 cm 161 kg,4-4-1
O1e,Asashoryu,Takasago,Mongolia,27.09.1980,183.5 cm 132 kg,14-1 Y
O1w,Musoyama,Musashigawa,Ibaraki,14.02.1972,183.5 cm 166 kg,8-7
O2e,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180 cm 145 kg,0-6-9
O2w,Chiyotaikai,Kokonoe,Oita,29.04.1976,181.5 cm 155 kg,0-0-15
O3e,Kaio,Tomozuna,Fukuoka,24.07.1972,185 cm 168.5 kg,0-0-15
S1e,Takanowaka,Naruto,Nagasaki,02.04.1976,190 cm 147.5 kg,9-6
S1w,Kotomitsuki,Sadogatake,Aichi,11.04.1976,181.5 cm 151.5 kg,9-6
K1e,Takanonami,Futagoyama,Aomori,27.10.1971,196.5 cm 163 kg,7-8
K1w,Wakanosato,Naruto,Aomori,10.07.1976,184.5 cm 152 kg,11-4 JK
M1e,Tosanoumi,Isenoumi,Kochi,16.02.1972,187 cm 154.5 kg,8-7
M1w,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.5 cm 176.5 kg,1-3-11
M2e,Kyokutenho,Oshima,Mongolia,13.09.1974,191 cm 147 kg,8-7
M2w,Toki,Takasago,Chiba,04.07.1974,190 cm 174 kg,4-11
M3e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190.5 cm 180 kg,7-8
M3w,Dejima,Musashigawa,Ishikawa,21.03.1974,180.5 cm 163 kg,11-4 J
M4e,Aminishiki,Ajigawa,Aomori,03.10.1978,185 cm 122.5 kg,4-11
M4w,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,185 cm 132.5 kg,5-10
M5e,Kaiho,Hakkaku,Aomori,17.04.1973,177.5 cm 120.5 kg,7-8
M5w,Iwakiyama,Nakadachi,Aomori,02.03.1976,184.5 cm 162 kg,7-8
M6e,Hokutoriki,Hakkaku,Tochigi,31.10.1977,182.5 cm 141.5 kg,4-11
M6w,Kyokushuzan,Oshima,Mongolia,08.03.1973,183 cm 146 kg,7-8
M7e,Wakanoyama,Musashigawa,Wakayama,12.05.1972,177 cm 160 kg,8-7
M7w,Shimotori,Tokitsukaze,Niigata,18.03.1978,187.5 cm 146.5 kg,9-6
M8e,Tamanoshima,Kataonami,Fukushima,15.09.1977,188 cm 149 kg,8-7
M8w,Kotoryu,Sadogatake,Hyogo,02.03.1972,183 cm 143 kg,8-7
M9e,Takamisakari,Azumazeki,Aomori,12.05.1976,189 cm 134 kg,10-5
M9w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 150.5 kg,6-9
M10e,Tochinonada,Kasugano,Ishikawa,26.02.1974,187 cm 153 kg,11-4 J
M10w,Gojoro,Magaki,Miyagi,18.08.1973,191 cm 153 kg,5-10
M11e,Jumonji,Michinoku,Aomori,09.06.1976,185.5 cm 149.5 kg,5-10
M11w,Kasuganishiki,Kasugano,Chiba,22.08.1975,187 cm 141 kg,7-8
M12e,Tamakasuga,Kataonami,Ehime,07.01.1972,183 cm 151 kg,0-5-10
M12w,Takanotsuru,Naruto,Kagoshima,18.06.1976,188 cm 161 kg,9-6
M13e,Otsukasa,Irumagawa,Hyogo,18.02.1971,174 cm 147 kg,4-11
M13w,Kasugao,Kasugayama,Korea,01.07.1977,183 cm 140 kg,10-5 K
M14e,Kobo,Miyagino,Kagoshima,18.08.1973,182.5 cm 134.5 kg,5-10
M14w,Tochinohana,Kasugano,Iwate,28.02.1973,184.5 cm 147 kg,7-8
M15e,Tamarikido,Kataonami,Tokyo,19.04.1974,185 cm 139 kg,8-7
Y1e,Asashoryu,Takasago,Mongolia,27.09.1980,183.5 cm 140.2 kg,15-0 Y
O1e,Tochiazuma,Tamanoi,Tokyo,09.11.1976,181 cm 147.5 kg,9-6
O1w,Chiyotaikai,Kokonoe,Oita,29.04.1976,181 cm 155 kg,10-5
O2e,Kaio,Tomozuna,Fukuoka,24.07.1972,184.5 cm 172 kg,10-5
O2w,Musoyama,Musashigawa,Ibaraki,14.02.1972,184 cm 171.5 kg,5-4-6
S1e,Tosanoumi,Isenoumi,Kochi,16.02.1972,185.5 cm 160.7 kg,4-11
S1w,Tamanoshima,Kataonami,Fukushima,15.09.1977,188 cm 155 kg,5-10
K1e,Tochinonada,Kasugano,Ishikawa,26.02.1974,188 cm 161.4 kg,6-9
K1w,Wakanosato,Naruto,Aomori,10.07.1976,185.5 cm 153.3 kg,9-6
M1e,Toki,Takasago,Chiba,04.07.1974,189.5 cm 170.4 kg,1-11-3
M1w,Hokutoriki,Hakkaku,Tochigi,31.10.1977,183 cm 148.6 kg,5-10
M2e,Iwakiyama,Sakaigawa,Aomori,02.03.1976,185 cm 173.5 kg,6-9
M2w,Kyokushuzan,Oshima,Mongolia,08.03.1973,181 cm 144.4 kg,8-7
M3e,Takamisakari,Azumazeki,Aomori,12.05.1976,188.5 cm 134.6 kg,4-11
M3w,Kyokutenho,Oshima,Mongolia,13.09.1974,190.5 cm 144.5 kg,8-7
M4e,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,184.5 cm 134.3 kg,7-8
M4w,Kotomitsuki,Sadogatake,Aichi,11.04.1976,182 cm 146.7 kg,13-2 JK
M5e,Kakizoe,Musashigawa,Oita,12.08.1978,176 cm 130.5 kg,11-4 G
M5w,Kasuganishiki,Kasugano,Chiba,22.08.1975,187.5 cm 146.3 kg,4-10-1
M6e,Dejima,Musashigawa,Ishikawa,21.03.1974,182 cm 159.5 kg,10-5
M6w,Takekaze,Oguruma,Akita,21.06.1979,170.5 cm 140.3 kg,4-11
M7e,Shimotori,Tokitsukaze,Niigata,18.03.1978,188 cm 152 kg,11-4
M7w,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.5 cm 178 kg,11-4
M8e,Aminishiki,Ajigawa,Aomori,03.10.1978,185 cm 121 kg,9-6
M8w,Jumonji,Michinoku,Aomori,09.06.1976,185.5 cm 150 kg,8-7
M9e,Kotoryu,Sadogatake,Hyogo,02.03.1972,182 cm 141.5 kg,7-8
M9w,Kinkaiyama,Dewanoumi,Nagasaki,07.01.1976,184 cm 156 kg,8-7
M10e,Takanonami,Futagoyama,Aomori,27.10.1971,196.5 cm 165 kg,8-7
M10w,Kokkai,Oitekaze,Georgia (old),10.03.1981,188 cm 161.1 kg,8-7
M11e,Yotsukasa,Irumagawa,Mie,25.09.1973,178 cm 149.6 kg,5-10
M11w,Tochisakae,Kasugano,Saga,27.06.1974,185 cm 155.9 kg,9-6
M12e,Asasekiryu,Takasago,Mongolia,07.08.1981,183 cm 134.7 kg,7-8
M12w,Wakatoba,Oshiogawa,Tokyo,15.06.1977,176 cm 133 kg,4-11
M13e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191 cm 177.6 kg,0-0-15
M13w,Takanowaka,Naruto,Nagasaki,02.04.1976,191 cm 152 kg,4-11
M14e,Ushiomaru,Azumazeki,Shizuoka,11.05.1978,176.5 cm 169.6 kg,7-8
M14w,Buyuzan,Musashigawa,Aichi,29.07.1974,181 cm 158.2 kg,10-5
M15e,Kitazakura,Kitanoumi,Hiroshima,15.12.1971,189.5 cm 168.5 kg,3-12
M15w,Kaiho,Hakkaku,Aomori,17.04.1973,177.5 cm 123.7 kg,7-8
M16e,Asanowaka,Takasago,Aichi,11.12.1969,176.5 cm 139.5 kg,10-5
M16w,Tamakasuga,Kataonami,Ehime,07.01.1972,183.5 cm 152.5 kg,7-8
M17e,Hayateumi,Oitekaze,Aomori,05.07.1975,185 cm 118.8 kg,7-8
Y1e,Asashoryu,Takasago,Mongolia,27.09.1980,185 cm 140 kg,15-0 Y
O1e,Kaio,Tomozuna,Fukuoka,24.07.1972,185 cm 175 kg,4-6-5
O1w,Chiyotaikai,Kokonoe,Oita,29.04.1976,181 cm 155 kg,8-7
S1e,Wakanosato,Naruto,Aomori,10.07.1976,185 cm 150.2 kg,6-9
S1w,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.5 cm 179 kg,9-6
S2w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,181 cm 151 kg,11-4 J
K1e,Kotomitsuki,Sadogatake,Aichi,11.04.1976,181.5 cm 153.8 kg,7-8
K1w,Hakuho,Miyagino,Mongolia,11.03.1985,190.5 cm 135 kg,11-4 JG
