Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
M4e,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,5-10
M4w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,4-11
M5e,Okanoyama,Tokitsukaze,Okayama,03.11.1935,185 cm 112 kg,0-6-9
M5w,Kurikeyama,Sanoyama,Hokkaido,15.02.1938,175 cm 88 kg,4-11
M6e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,8-7
M6w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,11-4
M7e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,9-6
M7w,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,10-5
M8e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,6-9
M8w,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,9-6
M9e,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,6-9
M9w,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,8-7
M10e,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,7-8
M10w,Oiteyama,Oitekaze,Aomori,16.06.1938,181 cm 131 kg,9-6
M11e,Arakiyama,Tokitsukaze,Gifu,05.01.1940,177 cm 142 kg,6-9
M11w,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,3-12
M12e,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,10-5
M12w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,10-5
M13e,Ichinoya,Kasugano,Aomori,30.06.1937,173 cm 86 kg,6-9
M13w,Kiyosegawa,Isegahama,Akita,08.04.1935,183 cm 92 kg,6-9
M14e,Yoshinomine,Takashima,Aomori,07.07.1931,173 cm 96 kg,5-10
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,15-0 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,0-0-15
O1e,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,9-6
O1w,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,10-5
O2eHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,9-6
O2wHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,13-2 J
O3eHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,11-4
S1e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,8-7
S1w,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,4-11
S2wHD,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,3-12
K1e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,11-4
K1w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,4-11
M1e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,7-8
M1w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,9-6 G
M2e,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,2-13
M2w,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,5-10
M3e,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,5-10
M3w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,4-11
M4e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,8-7
M4w,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,9-6
M5e,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,4-11
M5w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,12-3 S
M6e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,4-11
M6w,Yoshibanada,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,5-10
M7e,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,8-7
M7w,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,6-9
M8e,Tamaarashi,Kataonami,Hokkaido,01.08.1941,173 cm 116 kg,9-6
M8w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,9-6
M9e,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,6-9
M9w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,7-8
M10e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,7-8
M10w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,6-6-3
M11e,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,9-6
M11w,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,9-6
M12e,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,10-5
M12w,Daiyu,Izutsu,Kagoshima,27.05.1940,176 cm 118 kg,7-8
M13e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177 cm 103 kg,4-11
M13w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,9-6
M14e,Kiyosegawa,Isegahama,Akita,08.04.1935,183 cm 92 kg,8-7
M14w,Sakahoko,Izutsu,Kagoshima,07.06.1942,176 cm 90 kg,11-4 K
M15e,Aranami,Tokitsukaze,Saga,16.11.1940,184 cm 106 kg,3-12
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,10-5
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,11-1-3
Y2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,13-2 Y
O1e,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,12-3 J
O1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,9-6
O2eHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,11-4
O2wHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,11-4
S1e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,4-11
S1w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,5-10
K1e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,7-8
K1w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,4-11
M1e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,3-12
M1w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,7-8
M2e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,7-8
M2w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,3-12
M3e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,6-9
M3w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,5-10
M4e,Sawahikari,Tokitsukaze,Hokkaido,18.06.1941,173 cm 105 kg,8-7 S
M4w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,4-11
M5e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,9-6 G
M5w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,5-10
M6e,Hagurogawa,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,10-5
M6w,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,7-8
M7e,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,8-7
M7w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,7-8
M8e,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,6-9
M8w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,11-4 K
M9e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,6-9
M9w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,8-7
M10e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,10-5
M10w,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,2-2-11
M11e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,7-8
M11w,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,7-8
M12e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,10-5
M12w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,8-7
M13e,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,5-10
M13w,Kitanokuni,Tatsunami,Hokkaido,15.01.1938,178 cm 124 kg,8-7
M14e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,7-8
M14w,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,8-7
M15e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,5-10
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,9-6
Y1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,14-1 Y
Y2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,8-7
Y2wHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,9-6
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,11-4 J
O1w,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,3-6-6
O2eHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,10-5
S1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,7-8
S1w,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,8-7
K1e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,7-8
K1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,8-7 S
M1e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,5-10
M1w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,6-9
M2e,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,6-9
M2w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,3-12
M3e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,8-7
M3w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 120 kg,9-6
M4e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,11-4 J
M4w,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,2-13
M5e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,6-9
M5w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,6-9
M6e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,4-11
M6w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,8-7
M7e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,6-9
M7w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,9-6
M8e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184 cm 127 kg,10-5
M8w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,9-6
M9e,Matsumaeyama,Dewanoumi,Hokkaido,29.06.1940,173 cm 94 kg,0-0-15
M9w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,11-4 JK
M10e,Aranami,Tokitsukaze,Saga,16.11.1940,184 cm 106 kg,6-9
M10w,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,7-8
M11e,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,8-7
M11w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 177 kg,6-9
M12e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,8-7
M12w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,10-5
M13e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,2-13
M13w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,8-7
M14e,Tensuiyama,Isegahama,Kumamoto,08.12.1940,176 cm 128 kg,8-7
M14w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,7-8
M15e,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174 cm 138 kg,8-7
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,14-1 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,12-3 J
Y2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,1-3-11
Y2wHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,0-0-15
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,9-6
O1w,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,6-9
S1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,10-5 G
S1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,10-5 K
K1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,4-11
K1w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,6-9
M1e,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,0-4-11
M1w,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,5-10
M2e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184 cm 127 kg,9-6
M2w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,4-11
M3e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,10-5
M3w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,9-6
M4e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,3-12
M4w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,7-8
M5e,Kirinji,Nishonoseki,Saga,20.06.1942,182 cm 140 kg,9-6 S
M5w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,10-5
M6e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,6-9
M6w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 120 kg,10-5
M7e,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 132 kg,5-10
M7w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,8-7
M8e,Daiyu,Izutsu,Kagoshima,27.05.1940,176 cm 118 kg,7-8
M8w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,8-7
M9e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,8-7
M9w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,9-6
M10e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,8-7
M10w,Asaoka,Takasago,Hyogo,20.06.1941,174 cm 125 kg,2-13
M11e,Kitanokuni,Tatsunami,Hokkaido,15.01.1938,178 cm 124 kg,6-9
M11w,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174 cm 138 kg,6-9
M12e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,7-8
M12w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 177 kg,8-7
M13e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,8-7
M13w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,7-8
M14e,Oiteyama,Tatsunami,Aomori,16.06.1938,181 cm 131 kg,9-6
M14w,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,8-7
M15e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,6-9
M15w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183 cm 135 kg,11-4
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,14-1 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,187.9 cm 143 kg,13-2 J
Y2eHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 124 kg,12-3
O1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181.4 cm 125 kg,5-10
O1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 114 kg,8-7
O2wHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 129 kg,1-6-8
S1e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 109 kg,7-8
S1w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 94 kg,7-8
K1e,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4 cm 130 kg,10-5
K1w,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 108 kg,12-3 GS
M1e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 130 kg,2-13
M1w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 115 kg,9-6
M2e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5 cm 95 kg,2-13
M2w,Kiyokuni,Isegahama,Akita,20.11.1941,182.5 cm 121 kg,7-8
M3e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 121 kg,5-10
M3w,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 118 kg,4-11
M4e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 104 kg,7-8
M4w,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 139 kg,6-9
M5e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 167 kg,5-10
M5w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 126 kg,6-9
M6e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 109 kg,11-4
M6w,Asasegawa,Isegahama,Osaka,04.05.1942,174.5 cm 129 kg,1-14
M7e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 106 kg,7-8
M7w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 118 kg,13-2 JK
M8e,Misogidori,Kokonoe,Hokkaido,10.12.1943,181 cm 109 kg,7-8
M8w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 112 kg,8-7
M9e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176.5 cm 126 kg,10-5
M9w,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 103 kg,6-9
M10e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 165 kg,10-5
M10w,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5 cm 106 kg,7-8
M11e,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 127 kg,7-8
M11w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 111 kg,8-7
M12e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 113 kg,8-7
M12w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 138 kg,5-10
Y1e,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 143 kg,4-4-7
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,0-0-15
O1e,Tamanoshima,Kataonami,Aichi,05.02.1944,179.5 cm 123 kg,13-2 Y
O1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,187.5 cm 136 kg,10-5 J
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4 cm 138 kg,9-6
O2wHD,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,185 cm 136 kg,10-5 J
S1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,8-7
S1w,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 125 kg,8-7
K1e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5 cm 97 kg,2-13
K1w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 110 kg,0-5-10
M1e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 115 kg,9-6
M1w,Maenoyama,Takasago,Osaka,09.03.1945,187 cm 126 kg,9-6
M2e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,8-7
M2w,Tochiazuma,Kasugano,Fukushima,03.09.1944,177 cm 110 kg,10-5 JGS
M3e,Ryuko,Hanakago,Tokyo,09.01.1941,187.5 cm 119 kg,2-13
M3w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 126 kg,7-8
M4e,Misogidori,Kokonoe,Hokkaido,10.12.1943,182.5 cm 117 kg,0-5-10
M4w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,9-6
M5e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,10-5 JK
M5w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 115 kg,7-8
M6e,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 143 kg,8-7
M6w,Aonosato,Tokitsukaze,Aomori,13.11.1935,183 cm 120 kg,6-9
M7e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183.5 cm 118 kg,4-11
M7w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,177 cm 123 kg,8-7
M8e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 101 kg,6-9
M8w,Fujinishiki,Takasago,Yamanashi,18.03.1937,176 cm 136 kg,7-8
M9e,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5 cm 111 kg,8-7
M9w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 129 kg,6-9
M10e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 139 kg,9-6
M10w,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 119 kg,8-7
M11e,Tochioyama,Kasugano,Aichi,01.03.1943,174.5 cm 106 kg,7-8
M11w,Kitanohana,Dewanoumi,Hokkaido,22.05.1944,173 cm 95 kg,8-7
M12e,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 102 kg,5-10
M12w,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,8-7
Y1e,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 134 kg,9-6
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,13-2 Y
O1e,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 136 kg,8-7
O1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 123 kg,8-7
O2eHD,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,9-6
S1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,9-6
S1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,12-3 JG
K1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 124 kg,8-7
K1w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,3-12
M1e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,4-11
M1w,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 128 kg,11-4 K
M2e,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 117 kg,8-7 S
M2w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 125 kg,8-7
M3e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 120 kg,4-9-2
M3w,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 147 kg,7-8
M4e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 110 kg,6-9
M4w,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 140 kg,10-5
M5e,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 123 kg,6-9
M5w,Kaigo,Futagoyama,Aomori,16.11.1941,182 cm 108 kg,5-10
M6e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 114 kg,8-7
M6w,Tochifuji,Kasugano,Saitama,08.06.1946,185 cm 139 kg,4-11
M7e,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 113 kg,7-8
M7w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 120 kg,8-7
M8e,Asanobori,Asahiyama,Hokkaido,03.06.1948,175 cm 147 kg,8-7
M8w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 123 kg,8-7
M9e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 107 kg,4-11
M9w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 171 kg,8-7
M10e,Asasegawa,Isegahama,Osaka,04.05.1942,174.5 cm 133 kg,8-7
M10w,Dairyugawa,Mihogaseki,Hyogo,21.01.1946,178 cm 113 kg,9-6
M11e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 106 kg,9-6
M11w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 111 kg,9-6
M12e,Asaarashi,Takasago,Fukui,08.07.1943,183 cm 110 kg,5-10
M12w,Misogidori,Kokonoe,Hokkaido,10.12.1943,181 cm 118 kg,1-11-3
M13e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 93 kg,6-9
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 146 kg,12-3 J
Y1w,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,14-1 Y
Y2eHD,Tamanoumi,Kataonami,Aichi,05.02.1944,177 cm 126 kg,12-3 J
O1e,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 146 kg,9-6
O1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,10-5
S1e,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 133 kg,12-3 JS
S1w,Daikirin,Nishonoseki,Saga,20.06.1942,180 cm 135 kg,9-6
K1e,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 123 kg,5-10
K1w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,6-9
M1e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 115 kg,0-0-15
M1w,Nishikinada,Izutsu,Kagoshima,03.01.1950,178 cm 145 kg,6-9
M2e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 128 kg,5-10
M2w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 107 kg,6-9
M3e,Asasegawa,Isegahama,Osaka,04.05.1942,177.5 cm 142 kg,2-13
M3w,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,177 cm 130 kg,3-12
M4e,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 115 kg,4-11
M4w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 135 kg,8-7 K
M5e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,5-10
M5w,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 165 kg,11-4
M6e,Daiju,Takashima,Hokkaido,19.03.1950,177 cm 145 kg,9-6 G
M6w,Mienoumi,Dewanoumi,Mie,04.02.1948,181 cm 120 kg,11-4
