Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
M15e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,9-6
M15w,Kurojishi,Nishonoseki,Osaka,02.02.1939,174 cm 95 kg,8-7
Y1e,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,11-4
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,0-0-15
Y2eHD,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,1-4-10
O1e,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,12-3
O1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,8-7
O2eHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,12-3
O2wHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,13-2 J
S1e,Hagurogawa,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,8-7
S1w,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,9-6
K1e,Sawahikari,Tokitsukaze,Hokkaido,18.06.1941,173 cm 105 kg,2-13
K1w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,5-10
M1e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,6-9
M1w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,8-7 S
M2e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,8-7
M2w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,6-9
M3e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,7-8
M3w,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,4-11
M4e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,8-7
M4w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,3-12
M5e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,2-13
M5w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,11-4
M6e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,4-11
M6w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,8-7
M7e,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,5-10
M7w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,4-11
M8e,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,7-8
M8w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,8-7
M9e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,9-6
M9w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,14-1 YGK
M10e,Kitanokuni,Tatsunami,Hokkaido,15.01.1938,178 cm 124 kg,5-10
M10w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,7-8
M11e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,11-4
M11w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,8-7
M12e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,8-7
M12w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,8-7
M13e,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,8-7
M13w,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,10-5
M14e,Futasegawa,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,7-6-2
M14w,Matsumaeyama,Dewanoumi,Hokkaido,29.06.1940,173 cm 94 kg,6-9
M15e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,1-2-12
Y1e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,12-3 J
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,13-2 Y
Y2eHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,12-3 J
Y2wHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,7-4-4
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,10-5
O1w,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,4-11
O2eHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,8-7
S1e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,6-9
S1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,6-9
K1e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,4-11
K1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,10-5 S
M1e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 120 kg,5-10
M1w,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,8-7
M2e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,8-7
M2w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,2-13
M3e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184 cm 127 kg,8-7
M3w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,8-7
M4e,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,8-7
M4w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,8-7
M5e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,5-10
M5w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,7-8
M6e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,7-8
M6w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,11-4
M7e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,5-10
M7w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,10-5
M8e,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,6-9
M8w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,9-6
M9e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,6-9
M9w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,8-7
M10e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,7-8
M10w,Tensuiyama,Isegahama,Kumamoto,08.12.1940,176 cm 128 kg,2-13
M11e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,1-14
M11w,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,9-6
M12e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,11-4 K
M12w,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174 cm 138 kg,7-8
M13e,Aranami,Tokitsukaze,Saga,16.11.1940,184 cm 106 kg,8-7
M13w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,7-8
M14e,Kirinji,Nishonoseki,Saga,20.06.1942,182 cm 140 kg,8-7
M14w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 177 kg,6-9
M15e,Daishin,Miyagino,Hokkaido,02.08.1937,178 cm 115 kg,8-5-2
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,14-1 Y
Y1wYO,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,12-3 J
Y2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,0-0-15
Y2wHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,11-4
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,8-7
S1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,10-5
S1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,9-6 S
K1e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,9-6
K1w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184 cm 127 kg,9-6
M1e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,6-9
M1w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,0-5-10
M2e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 120 kg,7-8
M2w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,5-10
M3e,Kirinji,Nishonoseki,Saga,20.06.1942,182 cm 140 kg,6-9
M3w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,9-6
M4e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,2-9-4
M4w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,1-14
M5e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,9-6
M5w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,5-10
M6e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,9-6
M6w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,6-9
M7e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183 cm 135 kg,9-6
M7w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,0-1-14
M8e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,5-10
M8w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,8-7
M9e,Daiyu,Izutsu,Kagoshima,27.05.1940,176 cm 118 kg,8-7
M9w,Oiteyama,Tatsunami,Aomori,16.06.1938,181 cm 131 kg,6-9
M10e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,8-7
M10w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 177 kg,8-7
M11e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,11-4 GK
M11w,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,10-5
M12e,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,6-9
M12w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 132 kg,7-8
M13e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,6-9
M13w,Daishin,Miyagino,Hokkaido,02.08.1937,178 cm 115 kg,8-7
M14e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,8-7
M14w,Kitanokuni,Tatsunami,Hokkaido,15.01.1938,178 cm 124 kg,7-8
M15e,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,4-11
M15w,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174 cm 138 kg,5-10
M16e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177 cm 103 kg,9-6
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,2-1-12
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,187.9 cm 143 kg,14-1 Y
Y2eHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 124 kg,10-5
O1e,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 114 kg,9-6
O1w,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181.4 cm 125 kg,7-8
O2wHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 129 kg,10-5
S1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 108 kg,10-5
S1w,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4 cm 130 kg,11-4 JK
K1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 118 kg,9-6 S
K1w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 115 kg,2-13
K2eHD,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 109 kg,7-8
K2wHD,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 94 kg,2-13
M1e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 109 kg,5-10
M1w,Kiyokuni,Isegahama,Akita,20.11.1941,182.5 cm 121 kg,7-8
M2e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176.5 cm 126 kg,5-10
M2w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 165 kg,7-8
M3e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 104 kg,9-6
M3w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 112 kg,6-9
M4e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 121 kg,7-8
M4w,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 139 kg,8-7
M5e,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 118 kg,9-6
M5w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 130 kg,7-8
M6e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5 cm 95 kg,11-4 JG
M6w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 126 kg,6-9
M7e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 106 kg,9-6
M7w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 111 kg,6-9
M8e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 113 kg,2-13
M8w,Misogidori,Kokonoe,Hokkaido,10.12.1943,181 cm 109 kg,8-7
M9e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 167 kg,8-7
M9w,Wakayoshiba,Miyagino,Hokkaido,26.10.1945,177 cm 86 kg,7-8
M10e,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5 cm 106 kg,7-8
M10w,Tensuiyama,Isegahama,Kumamoto,08.12.1940,176 cm 119 kg,7-8
M11e,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 127 kg,9-6
M11w,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 103 kg,6-9
Y1e,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 134 kg,10-5
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,0-0-15
O1e,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 123 kg,10-5
O1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,7-8
O2eHD,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,10-5
O2wHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 136 kg,13-2 Y
S1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,8-7
S1w,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 124 kg,8-7
K1e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 110 kg,5-10
K1w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 114 kg,6-9
K2eHD,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 128 kg,8-7
M1e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,5-10
M1w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,7-8
M2e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 111 kg,4-8-3
M2w,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 147 kg,7-8
M3e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 123 kg,2-13
M3w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 123 kg,4-11
M4e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 140 kg,11-4 S
M4w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 93 kg,7-8
M5e,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 113 kg,9-6
M5w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,12-3 JGK
M6e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 107 kg,8-7
M6w,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 120 kg,9-6
M7e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 171 kg,8-7
M7w,Kitanohana,Dewanoumi,Hokkaido,22.05.1944,175 cm 97 kg,8-7
M8e,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,4-11
M8w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 119 kg,7-8
M9e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,6-9
M9w,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 117 kg,7-8
M10e,Asasegawa,Isegahama,Osaka,04.05.1942,174.5 cm 133 kg,6-9
M10w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 98 kg,6-9
M11e,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 125 kg,8-7
M11w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 106 kg,8-7
M12e,Misogidori,Kokonoe,Hokkaido,10.12.1943,181 cm 118 kg,5-10
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,11-4
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 134 kg,1-3
O1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,12-3 Y
O1w,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,9-6
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 136 kg,11-4
O2wHD,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 123 kg,9-6
S1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,11-4
S1w,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 128 kg,10-5 S
K1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 124 kg,8-7
K1w,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 140 kg,3-12
M1e,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 117 kg,8-7
M1w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 125 kg,6-9
M2e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 114 kg,4-11
M2w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 120 kg,6-9
M3e,Asanobori,Asahiyama,Hokkaido,03.06.1948,175 cm 147 kg,7-8
M3w,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 147 kg,6-9
M4e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 123 kg,6-9
M4w,Dairyugawa,Mihogaseki,Hyogo,21.01.1946,178 cm 113 kg,4-11
M5e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,12-3 DGK
M5w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,11-4
M6e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 106 kg,7-8
M6w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 171 kg,4-11
M7e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 111 kg,7-8
M7w,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 110 kg,9-6
M8e,Asasegawa,Isegahama,Osaka,04.05.1942,174.5 cm 133 kg,9-6
M8w,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 113 kg,9-6
M9e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 120 kg,6-9
M9w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 123 kg,7-8
M10e,Kaigo,Futagoyama,Aomori,16.11.1941,182 cm 108 kg,6-9
M10w,Tochiisami,Kasugano,Aomori,02.10.1947,176 cm 106 kg,5-10
M11e,Asahikuni,Tatsunami,Hokkaido,25.04.1947,173 cm 95 kg,7-8
M11w,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181 cm 125 kg,4-11
M12e,Tochifuji,Kasugano,Saitama,08.06.1946,185 cm 139 kg,5-10
M12w,Nishikinada,Izutsu,Kagoshima,03.01.1950,178 cm 137 kg,9-6
Y1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,13-2 Y
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 146 kg,2-2-11
Y2eHD,Tamanoumi,Kataonami,Aichi,05.02.1944,177 cm 126 kg,9-6
O1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,11-4
O1w,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 146 kg,11-4
S1e,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 133 kg,13-2 DK
S1w,Daikirin,Nishonoseki,Saga,20.06.1942,180 cm 135 kg,12-3 G
K1e,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 165 kg,5-10
K1w,Mienoumi,Dewanoumi,Mie,04.02.1948,181 cm 120 kg,8-7 S
M1e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 135 kg,7-8
M1w,Daiju,Takashima,Hokkaido,19.03.1950,177 cm 145 kg,6-9
M2e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,2-13
M2w,Nishikinada,Izutsu,Kagoshima,03.01.1950,178 cm 145 kg,4-11
M3e,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 123 kg,2-13
M3w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 107 kg,7-8
M4e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 154 kg,5-10
M4w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,4-11
M5e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 128 kg,10-5
M5w,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181 cm 139 kg,6-9
M6e,Katsuhikari,Isegahama,Aichi,09.08.1942,186 cm 113 kg,9-6
M6w,Asahikuni,Tatsunami,Hokkaido,25.04.1947,173 cm 103 kg,4-11
M7e,Takanohana,Futagoyama,Aomori,19.02.1950,183 cm 100 kg,11-4
M7w,Tochiisami,Kasugano,Aomori,02.10.1947,176 cm 109 kg,6-9
M8e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,10-5
M8w,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 115 kg,7-8
M9e,Daisetsu,Miyagino,Hokkaido,30.11.1944,182 cm 111 kg,6-9
M9w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 133 kg,9-6
M10e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 126 kg,7-8
M10w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 114 kg,8-7
M11e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,177 cm 130 kg,8-7
M11w,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 115 kg,8-7
M12e,Asasegawa,Isegahama,Osaka,04.05.1942,177.5 cm 142 kg,7-8
M12w,Masuiyama,Mihogaseki,Hyogo,16.11.1948,181 cm 105 kg,7-8
M13e,Teruzakura,Isegahama,Osaka,05.12.1947,183.5 cm 110 kg,8-7
Y1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,8-7
Y1w,Tamanoumi,Kataonami,Aichi,05.02.1944,177 cm 135 kg,15-0 Y
O1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 132 kg,9-6
O1w,Daikirin,Nishonoseki,Saga,20.06.1942,180 cm 133 kg,11-4 J
O2eHD,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 130 kg,8-7
O2wHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 143 kg,9-6
S1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 125 kg,8-7
S1w,Daiju,Takashima,Hokkaido,19.03.1950,177 cm 143 kg,4-11
K1e,Takanohana,Futagoyama,Aomori,19.02.1950,183 cm 100 kg,8-7 S
K1w,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 160 kg,8-7
M1e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 130 kg,5-10
M1w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 101 kg,3-12
M2e,Masuiyama,Mihogaseki,Hyogo,16.11.1948,181 cm 105 kg,3-11-1
M2w,Wajima,Hanakago,Ishikawa,11.01.1948,185 cm 108 kg,6-9
M3e,Daisetsu,Miyagino,Hokkaido,30.11.1944,182 cm 110 kg,4-11
M3w,Mienoumi,Dewanoumi,Mie,04.02.1948,181 cm 120 kg,7-8
M4e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,177 cm 124 kg,6-9
M4w,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 115 kg,6-9
M5e,Nishikinada,Izutsu,Kagoshima,03.01.1950,178 cm 150 kg,6-9
M5w,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181 cm 140 kg,10-5 G
M6e,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 126 kg,9-6
M6w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 108 kg,8-7
M7e,Haguroiwa,Tatsunami,Miyazaki,30.06.1946,177 cm 130 kg,8-7
M7w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 167 kg,10-5 K
M8e,Ryuo,Asahiyama,Okinawa,25.02.1945,176.6 cm 120 kg,8-7
M8w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,9-6
M9e,Kongo,Nishonoseki,Hokkaido,18.11.1948,184 cm 104 kg,8-7
M9w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 108 kg,3-4-8
M10e,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 114 kg,9-6
M10w,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 150 kg,9-6
M11e,Tochifuji,Kasugano,Saitama,08.06.1946,186 cm 141 kg,5-10
M11w,Shiratayama,Takasago,Kumamoto,25.12.1943,183 cm 100 kg,8-7
M12e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 110 kg,8-7
M12w,Katsuhikari,Isegahama,Aichi,09.08.1942,186 cm 109 kg,4-11
Y1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 133 kg,0-0-15
O1e,Daikirin,Nishonoseki,Saga,20.06.1942,180 cm 140 kg,2-2-11
O1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 133 kg,9-6
O2wHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 147 kg,8-7
S1e,Wajima,Hanakago,Ishikawa,11.01.1948,185 cm 112 kg,8-7
S1w,Takanohana,Futagoyama,Aomori,19.02.1950,183 cm 105 kg,12-3 JGK
S2eHD,Mienoumi,Dewanoumi,Mie,04.02.1948,181 cm 130 kg,5-2-8
S2wHD,Kaiketsu,Hanakago,Yamaguchi,16.02.1948,189 cm 123 kg,10-5
S3eHD,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 126 kg,5-10
K1e,Kongo,Nishonoseki,Hokkaido,18.11.1948,184 cm 106 kg,5-10
K1w,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 130 kg,8-7
M1e,Yutakayama,Tokitsukaze,Niigata,22.10.1947,185 cm 127 kg,10-5
M1w,Fujizakura,Takasago,Yamanashi,09.02.1948,177 cm 127 kg,9-6
M2e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 113 kg,5-10
