Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
M2w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,6-9
M3e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,5-10
M3w,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,5-10
M4e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,6-9
M4w,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,11-4
M5e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,11-4
M5w,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,11-4
M6e,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,5-10
M6w,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,7-8
M7e,Kitanonada,Tatsunami,Hokkaido,01.02.1923,180 cm 120 kg,5-10
M7w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,11-4
M8e,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,9-6
M8w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,11-4
M9e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,12-3 JK
M9w,Ichinoya,Kasugano,Aomori,30.06.1937,173 cm 86 kg,9-6
M10e,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,8-7
M10w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,2-13
M11e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,8-7
M11w,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,4-11
M12e,Wakakoma,Hanakago,Akita,20.04.1937,170 cm 83 kg,3-12
M12w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,8-7
M13e,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,5-10
M13w,Oiteyama,Oitekaze,Aomori,16.06.1938,181 cm 131 kg,9-6
M14e,Miyabashira,Nishonoseki,Saga,14.01.1936,185 cm 108 kg,3-12
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,14-1 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,0-0-15
O1e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,12-3
O1w,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,9-6
O2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,9-6
O2wHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,9-6
S1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,13-2 JSK
S1w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,8-7
K1e,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,10-5
K1w,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,2-13
M1e,Yoshibanada,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,5-10
M1w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,5-10
M2e,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,6-9
M2w,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,8-7
M3e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,9-6
M3w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,5-10
M4e,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,6-9
M4w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,5-10
M5e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177 cm 103 kg,4-11
M5w,Wakanoumi,Hanakago,Akita,02.02.1931,169 cm 114 kg,5-10
M6e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,8-7
M6w,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,5-10
M7e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,6-9
M7w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,11-4
M8e,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,12-3 G
M8w,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,9-6
M9e,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,7-8
M9w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,8-7
M10e,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,7-8
M10w,Tamaarashi,Kataonami,Hokkaido,01.08.1941,173 cm 116 kg,8-6-1
M11e,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181 cm 115 kg,9-6
M11w,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,7-8
M12e,Okanoyama,Tokitsukaze,Okayama,03.11.1935,185 cm 112 kg,6-9
M12w,Oiteyama,Oitekaze,Aomori,16.06.1938,181 cm 131 kg,6-9
M13e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,7-8
M13w,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,8-7
M14e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,5-10
M14w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,5-10
M15e,Asanoumi,Takasago,Kagoshima,22.11.1936,172 cm 94 kg,3-12
M15w,Kiyosegawa,Isegahama,Akita,08.04.1935,183 cm 92 kg,8-7
M16e,Hoshikabuto,Izutsu,Chiba,20.02.1926,171 cm 107 kg,9-6
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,15-0 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,12-3
O1e,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,13-2
O1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,8-7
O2eHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,9-3-3
O2wHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,9-6
O3eHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,9-6
S1e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,9-6 S
S1w,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,2-13
K1e,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,4-11
K1w,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,3-4-8
M1e,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,6-9
M1w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,3-12
M2e,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,4-11
M2w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,5-10
M3e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,7-8
M3w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,7-8
M4e,Tamaarashi,Kataonami,Hokkaido,01.08.1941,173 cm 116 kg,3-12
M4w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,8-7
M5e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,6-9
M5w,Sawahikari,Tokitsukaze,Hokkaido,18.06.1941,173 cm 105 kg,5-10
M6e,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,7-8
M6w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,7-8
M7e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,7-8
M7w,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,9-6
M8e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,7-8
M8w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,7-8
M9e,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,9-6
M9w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,8-7
M10e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,13-2 K
M10w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,6-9
M11e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177 cm 103 kg,5-10
M11w,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,8-7
M12e,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,7-8
M12w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,8-7
M13e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,14-1 JG
M13w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,2-13
M14e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,10-5
M14w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,8-7
M15e,Aranami,Tokitsukaze,Saga,16.11.1940,184 cm 106 kg,5-10
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,11-4
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,0-0-15
Y2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,8-7
O1e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,13-2 Y
O1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,9-6
O2eHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,8-7
O2wHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,11-4
S1e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,9-6 S
S1w,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,8-7
K1e,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,5-10
K1w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,3-12
M1e,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,4-11
M1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,10-5 G
M2e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,2-7-6
M2w,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,8-7
M3e,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,5-10
M3w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,6-9
M4e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,3-12
M4w,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,10-5
M5e,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,1-10-4
M5w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 120 kg,8-7
M6e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,8-7
M6w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,6-9
M7e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,6-9
M7w,Aranami,Tokitsukaze,Saga,16.11.1940,184 cm 106 kg,8-7
M8e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,9-6
M8w,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,6-9
M9e,Hagurogawa,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,8-7
M9w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,9-6
M10e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,6-9
M10w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,7-8
M11e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,7-8
M11w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,7-8
M12e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,8-7
M12w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 177 kg,8-7
M13e,Oiteyama,Tatsunami,Aomori,16.06.1938,181 cm 131 kg,9-6
M13w,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,12-3 JK
M14e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,7-8
M14w,Kitanokuni,Tatsunami,Hokkaido,15.01.1938,178 cm 124 kg,6-9
M15e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184 cm 127 kg,8-7
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,0-0-15
Y1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,5-6-4
Y2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,0-0-15
Y2wHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,14-1 Y
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,10-5
O1w,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,8-7
O2eHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,5-10
S1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,10-5 S
S1w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,6-9
K1e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,8-7
K1w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,9-6
M1e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,9-6
M1w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184 cm 127 kg,5-10
M2e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,7-8
M2w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,5-10
M3e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,8-7
M3w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,5-10
M4e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,8-7
M4w,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,9-6
M5e,Kirinji,Nishonoseki,Saga,20.06.1942,182 cm 140 kg,6-9
M5w,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174 cm 138 kg,7-8
M6e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,6-9
M6w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,9-6
M7e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,7-8
M7w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183 cm 135 kg,9-6
M8e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,7-8
M8w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,13-2 JK
M9e,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,6-9
M9w,Daishin,Miyagino,Hokkaido,02.08.1937,178 cm 115 kg,5-10
M10e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,6-9
M10w,Aranami,Tokitsukaze,Saga,16.11.1940,184 cm 106 kg,6-9
M11e,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,2-13
M11w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 120 kg,12-3 G
M12e,Daiyu,Izutsu,Kagoshima,27.05.1940,176 cm 118 kg,8-7
M12w,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,2-13
M13e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,10-5
M13w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,9-6
M14e,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 132 kg,9-6
M14w,Tamaarashi,Kataonami,Hokkaido,01.08.1941,173 cm 116 kg,6-9
M15e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,8-7
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,15-0 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,187.9 cm 143 kg,12-3
Y2eHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 124 kg,14-1 J
O1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,181.4 cm 125 kg,10-5
O1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 114 kg,9-6
O2eHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 129 kg,9-6
S1e,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4 cm 130 kg,8-7
S1w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 121 kg,3-12
K1e,Kiyokuni,Isegahama,Akita,20.11.1941,182.5 cm 121 kg,3-12
K1w,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 108 kg,9-6 S
K2wHD,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 130 kg,6-9
M1e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 115 kg,8-7
M1w,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 118 kg,4-11
M2e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 113 kg,5-10
M2w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 109 kg,4-11
M3e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 165 kg,7-8
M3w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 167 kg,3-12
M4e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176.5 cm 126 kg,9-6 G
M4w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 109 kg,11-4 K
M5e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177 cm 100 kg,2-13
M5w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 111 kg,7-8
M6e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 94 kg,8-7
M6w,Misogidori,Dewanoumi,Hokkaido,10.12.1943,181 cm 109 kg,7-8
M7e,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 130 kg,6-9
M7w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 118 kg,10-5
M8e,Daimonji,Nishonoseki,Kyoto,21.02.1940,182 cm 98 kg,6-9
M8w,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5 cm 106 kg,10-5
M9e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 139 kg,7-8
M9w,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174 cm 131 kg,7-8
M10e,Oiteyama,Tatsunami,Aomori,16.06.1938,181 cm 130 kg,3-12
M10w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 112 kg,8-7
M11e,Asasegawa,Isegahama,Osaka,04.05.1942,174.5 cm 129 kg,11-4
M11w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 126 kg,8-7
M12e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5 cm 95 kg,10-5
M12w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 127 kg,6-9
M13e,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 105 kg,8-7
M13w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 106 kg,8-7
M14e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 130 kg,5-10
M14w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,180.7 cm 115 kg,7-8
M15e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,8-7
Y1e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,183 cm 125 kg,13-2 Y
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,1-3-11
Y2eHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 143 kg,9-6
O1e,Tamanoshima,Kataonami,Aichi,05.02.1944,179.5 cm 123 kg,12-3 J
O1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,187.5 cm 136 kg,7-8
O2eHD,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,185 cm 136 kg,10-5
O2wHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4 cm 138 kg,10-5
S1e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 115 kg,6-9
S1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,9-6 S
K1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,5-10
K1w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183.5 cm 118 kg,6-9
M1e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 115 kg,6-9
M1w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 160 kg,0-9-6
M2e,Maenoyama,Takasago,Osaka,09.03.1945,187 cm 126 kg,9-6
M2w,Tochiazuma,Kasugano,Fukushima,03.09.1944,177 cm 110 kg,5-10
M3e,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 126 kg,5-10
M3w,Aonosato,Tokitsukaze,Aomori,13.11.1935,183 cm 120 kg,6-9
M4e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 125 kg,10-5
M4w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 110 kg,8-7
M5e,Hirokawa,Miyagino,Kanagawa,28.05.1937,178 cm 140 kg,5-10
M5w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,177 cm 123 kg,8-7
M6e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,7-8
M6w,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 139 kg,9-6
M7e,Fujinishiki,Takasago,Yamanashi,18.03.1937,176 cm 136 kg,8-7
M7w,Misogidori,Kokonoe,Hokkaido,10.12.1943,182.5 cm 117 kg,6-9
M8e,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,4-11
M8w,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5 cm 111 kg,8-7
M9e,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 143 kg,9-6 K
M9w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5 cm 97 kg,8-7
M10e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 119 kg,9-6
M10w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 101 kg,8-7
M11e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,11-4
M11w,Wakayoshiba,Miyagino,Hokkaido,26.10.1945,177 cm 88 kg,2-7-6
M12e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 165 kg,2-13
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,15-0 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 134 kg,10-5
O1e,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 123 kg,12-3 J
O1w,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,11-4
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 136 kg,5-10
S1e,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 128 kg,5-10
S1w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,9-6
K1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 124 kg,8-7
K1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,10-5 S
M1e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,5-10
M1w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 106 kg,2-10-3
M2e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 107 kg,5-10
M2w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,9-6 G
M3e,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 117 kg,4-11
M3w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 120 kg,8-7
M4e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 140 kg,5-10
M4w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 114 kg,8-7
M5e,Dairyugawa,Mihogaseki,Hyogo,21.01.1946,178 cm 113 kg,7-8
M5w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 111 kg,6-9
M6e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 110 kg,9-6
M6w,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 147 kg,6-9
M7e,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 125 kg,11-4 K
M7w,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 113 kg,9-6
M8e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 171 kg,9-6
M8w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 93 kg,5-10
M9e,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 123 kg,6-9
M9w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 123 kg,10-5
M10e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 120 kg,8-7
M10w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 98 kg,5-10
M11e,Kaigo,Futagoyama,Aomori,16.11.1941,182 cm 108 kg,8-7
M11w,Hanada,Futagoyama,Aomori,19.02.1950,181.5 cm 95 kg,7-8
M12e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 165 kg,2-13
M12w,Tochifuji,Kasugano,Saitama,08.06.1946,185 cm 139 kg,11-4
M13e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 119 kg,4-11
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,0-0-15
O1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,13-2 Y
O1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 123 kg,13-2 D
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 136 kg,9-6
O2wHD,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,10-5
S1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 124 kg,8-7
S1w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,8-7
S2wHD,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 128 kg,8-7
K1e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 110 kg,10-5 GS
K1w,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 147 kg,8-7
M1e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,5-10
M1w,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 117 kg,9-6
